"blog_id","blog_name","blog_description","blog_url","blog_author","blog_author_twitter_username","blog_rss_feed","blog_tags",id,blog_RSSCrawl_active,blog_last_post_timestamp,"blog_crawlingType","created_at","updated_at",hours_bw_posts_median,hours_bw_posts_average,"reason_for_deactivation","blog_thumb"
"notesofatraveler","Notes of a traveler","","http://www.notesofatraveler.com/","","notes_traveler","http://www.notesofatraveler.com/feed/","society",433,1,1482916680,"","2015-09-07 11:21:36","2017-08-08 10:13:21",NULL,NULL,NULL,"notesofatraveler"
"lubnani","Lubnani.org","A Commentary on Lebanese Politics and Culture","http://lubnani.org/","","LubnaniOrg","http://lubnani.org/feed/","politics, society",434,1,1495215000,"","2015-09-07 11:27:51","2017-05-19 17:34:06",NULL,NULL,NULL,"lubnani"
"liveandcoexist","Live and Coexist","Support Coexistence and Living Peacefully together","http://liveandcoexist.com/","","LiveandCoexist","http://liveandcoexist.com/feed/","politics, society",435,1,1485801000,"","2015-09-07 11:30:17","2017-01-30 18:34:12",NULL,NULL,NULL,"liveandcoexist"
"etobb","eTobb Blog","etobb Health Blog","http://blog.etobb.com","","etobbtweets","http://blog.etobb.com/en/feed/","society, food",436,1,1453884660,"","2015-09-08 11:21:07","2016-08-01 19:32:23",NULL,NULL,NULL,"etobb"
"itsmesaraa","it's me Saraa","Just a simple girl, dreaming big, writing about the simplest things","https://itsmesaraa.wordpress.com/","","SaraAkkaryy","https://itsmesaraa.wordpress.com/feed/","society",437,1,1506844860,"","2015-09-13 08:37:31","2017-10-01 08:03:30",NULL,NULL,NULL,"itsmesaraa"
"ghannouj","Ghannouj Around the World","My parents gave me the nickname Ghannouj which means pampered in Arabic because for quiet sometimes i was the only girl in the family. Because i was the only girl i turned out to be a tomboy","http://www.ghannouj.com/","","ghannouj","http://www.ghannouj.com/feeds/posts/default?alt=rss","society",438,1,1473500100,"","2015-09-22 17:33:22","2016-09-10 09:44:36",NULL,NULL,NULL,"ghannouj"
"batlounis","It's an App World","I design coherent interfaces, and get things done (with a passionate team like @Anghami). Carnegie Mellon alum. Into UX, design, photography, marketing.","https://medium.com/@batlounis","Salim Batloun","batlounis","https://medium.com/feed/@batlounis","tech, design",439,0,1448861700,"","2015-09-25 00:00:00","2017-01-03 05:36:14",NULL,NULL,"More than 1 year since last post","batlounis"
"medicaholic","Medicaholic","This blog was designed to be a reliable source of medical information addressing our daily questions and concerns.","http://www.medicaholic.com/","","medicaholic","http://www.medicaholic.com/feed/","food, health",440,1,1478881500,"","2015-10-23 17:19:34","2016-11-11 16:35:13",NULL,NULL,NULL,"medicaholic"
"initialsdd","Initials DD","A fashion and lifestyle blog by Dyma Demirdjian","http://www.initialsdd.com/initialsdd/","Dyma Demirdjian","initials_dd","http://www.initialsdd.com/initialsdd/home.php","fashion",441,1,1476708060,"","2015-10-27 07:29:43","2016-10-17 12:44:24",NULL,NULL,NULL,"initialsdd"
"zahrahankir","Florence of Arabia","Musings on the Middle East, Muslims and Movies","http://www.zahrahankir.com","","ZahraHankir","http://www.zahrahankir.com/feed/","politics, society",442,1,1504958400,"","2015-10-28 04:45:18","2017-09-09 12:03:41",NULL,NULL,NULL,"zahrahankir"
"wheninbeirut","When In Beirut!","Food | Luxury | Lifestyle","http://wheninbeirut.co","","sugaritah","http://wheninbeirut.co/feed/","food",443,1,1487000460,"","2015-10-28 05:05:51","2017-02-13 16:04:29",NULL,NULL,NULL,"wheninbeirut"
"speshelb","Speshelb","Speshel was founded by Jennifer Atieh who was born in Montreal and raised in Beirut. She is not only interested in the lastest fashion trends, beauty tips, and luxurious lifestyle; Her purpose is to cultivate society in an intellectual and distinctive way, by mixing Beauty & Brains on her blog.","http://www.speshelb.com/","","jenniferatieh","http://www.speshelb.com/feed/","fashion",444,1,1498932720,"","2015-10-31 19:44:39","2017-07-03 19:14:38",NULL,NULL,NULL,"speshelb"
"stepfeed","StepFeed Lebanon","The Homepage of the Middle East","https://stepfeed.com/tag/lebanon","",NULL,"http://stepfeed.com/tag/lebanon/feed/","society",445,1,1477627200,"","2015-11-02 13:07:00","2016-10-28 04:14:32",NULL,NULL,NULL,"stepfeed"
"cinetrotter","CineTrotter","All about Cinema, Fashion and Arts","https://cinetrotter.wordpress.com/","","CineTrotter","https://cinetrotter.wordpress.com/feed/","media, fashion",446,1,1504542840,"","2015-11-08 11:05:14","2017-09-04 16:43:45",NULL,NULL,NULL,"cinetrotter"
"stupidtoast","Stupid Toast","Lebanon's best news source.","http://www.stupidtoast.com/","","dnygnm","http://www.stupidtoast.com/feed/","society",447,1,1488729420,"","2015-11-08 11:11:11","2017-03-05 16:04:42",NULL,NULL,NULL,"stupidtoast"
"zeinaelhoss","Zeina's Blog","Poetry, Purpose and Parenting","https://zeinaelhoss.wordpress.com/","","zeinaelhoss","https://zeinaelhoss.wordpress.com/feed/","society",448,1,1507526040,"","2015-11-13 18:15:36","2017-10-09 05:23:23",NULL,NULL,NULL,"zeinaelhoss"
"eliewehbe","Words of Worlds","Just Beyond the Eye","https://eliewehbe.wordpress.com/","","Elie_Wehbe","https://eliewehbe.wordpress.com/feed/","politics, society",449,1,1462741920,"","2015-11-22 16:29:39","2016-08-01 19:32:23",NULL,NULL,NULL,"eliewehbe"
"maya-yared","Maya Yared","A little bit of me","http://maya-yared.blogspot.com/","","mayayared","http://maya-yared.blogspot.com/feeds/posts/default?alt=rss","society",450,1,1505123040,"","2015-11-25 18:36:48","2017-09-11 09:53:34",NULL,NULL,NULL,"maya-yared"
"lebanonuntravelled","Lebanon Untravelled","","http://lebanonuntravelled.com/","","ranatanissa","http://lebanonuntravelled.com/feed/","society",451,1,1507235220,"","2015-11-28 11:53:10","2017-10-05 20:33:57",NULL,NULL,NULL,"lebanonuntravelled"
"lebreviewblog","Lebreviewblog","Films, TV Shows and Video Games","http://lebreviewblog.com/","","Moe1611","http://lebreviewblog.com/feed/","media",452,1,1506366720,"","2015-12-05 15:48:13","2017-09-25 19:14:15",NULL,NULL,NULL,"lebreviewblog"
"jasoninbeirut","Jason in Beirut","بيروت الحلوة","https://jasoninbeirut.wordpress.com/","","jasonlemonphoto","https://jasoninbeirut.wordpress.com/feed/","society, politics",453,1,1503438420,"","2015-12-05 15:54:02","2017-08-22 21:53:48",NULL,NULL,NULL,"jasoninbeirut"
"fashionetpassion","FashionetPassion","Fashion and Lifestyle Blog","https://fashionetpassion.wordpress.com/","","manalsfashion","https://fashionetpassion.wordpress.com/feed/","fashion",455,1,1489309740,"","2015-12-30 19:35:43","2017-03-12 09:15:12",NULL,NULL,NULL,"fashionetpassion"
"foodenberglb","The Foodenberg","All About Food!","http://foodenberglb.blogspot.com/","","foodenberg","http://foodenberglb.blogspot.com/feeds/posts/default?alt=rss","food",456,1,1502357700,"","2015-12-30 19:36:47","2017-08-10 09:43:55",NULL,NULL,NULL,"foodenberglb"
"ritahousseiny","Thoughts & Abouts","One day, I'll write a book. For now, my Thoughts & Abouts will have to do.","http://www.ritahousseiny.com/","","thehousseiny","http://ritahousseiny.com/feed/","society",457,1,1488485760,"","2015-12-30 19:41:50","2017-03-02 20:24:51",NULL,NULL,NULL,"ritahousseiny"
"alexabisaad","Alex Abisaad"," Blogger, Music Lover, Coding & Tech Enthusiast.","http://alexabisaad.wordpress.com","","AbisaadAlex","https://alexabisaad.wordpress.com/feed/","Tech, media",458,1,1492366500,"","2016-01-08 06:10:52","2017-04-16 18:24:31",NULL,NULL,NULL,"alexabisaad"
"momwithastyle","Mom with a Style","a young mother, Passion about fashion and shopping.","https://momwithastyle.wordpress.com","","momwithastyle","https://momwithastyle.wordpress.com/feed/","Fashion, society",459,1,1498807200,"","2016-01-08 06:17:47","2017-06-30 07:24:20",NULL,NULL,NULL,"momwithastyle"
"wedleb","WEDDING LEBANON","Wedding Lebanon","http://www.wedleb.com/","","wedleb","http://www.wedleb.com/feeds/posts/default?alt=rss","society",460,0,1470320280,"","2016-01-22 19:02:41","2016-08-05 07:26:28",NULL,NULL,"Dumping behavior - posting several posts at a time","wedleb"
"jessicarahhal","Jessica Rahhal","Jessica Rahhal","http://jessicarahhal.com","","jessicarahhal","http://jessicarahhal.com/jess/feed/","society",461,0,1455196500,"","2016-01-22 19:03:58","2016-08-01 19:32:23",NULL,NULL,NULL,"jessicarahhal"
"mustafaris","مصطفى الفارس","من افكار انسان مهاجر","http://ar.mustafaris.com/","مصطفى الفارس","MustafaFKS","http://ar.mustafaris.com/feed/","society,politics",462,1,1472392260,"","2016-02-01 19:12:55","2016-08-28 13:55:34",NULL,NULL,NULL,"1471089797-mustafaris"
"faressaad","Healthy Lifestyle","Top Personal Fitness Trainers in Beirut","http://faressaad.com/blog/","","faressaad","http://faressaad.com/blog/feed/","food",463,1,1505881800,"","2016-02-01 19:15:27","2017-09-20 04:44:00",NULL,NULL,NULL,"faressaad"
"beirutisalive","Sam in Beirut","Your online sociocultural hub","https://beirutisalive.wordpress.com","","samchalhoub","https://beirutisalive.wordpress.com/feed/","society",464,1,1484902980,"","2016-02-09 22:16:03","2017-01-20 09:04:54",NULL,NULL,NULL,"beirutisalive"
"nfornour","N for Nour","My name’s Nour, and I’m a fashion enthusiast, Vogue collector, happy wife and blessed mommy.","http://nfornour.com/","","Nour_Nfornour","http://nfornour.com/feed/","fashion",465,1,1498661820,"","2016-02-11 21:40:54","2017-06-28 15:04:49",NULL,NULL,NULL,"nfornour"
"fadeinbeirut","FADE IN:","creative writing | cinema | creative lifestyle","http://fadeinbeirut.com/blog","","fadeinbeirut","http://fadeinbeirut.com/blog/feed/","design",466,1,1497628260,"","2016-02-18 23:26:06","2017-06-16 15:54:52",NULL,NULL,NULL,"fadeinbeirut"
"sciencebarblog","Science Bar","They are both scientists.  He's a pharmacist with a flair for toxicology. She's a biologist with a passion for microbiomes.","https://sciencebarblog.wordpress.com","","BlogSciencebar","https://sciencebarblog.wordpress.com/feed/","society",467,1,1484380620,"","2016-02-18 23:31:09","2017-01-14 08:04:35",NULL,NULL,NULL,"sciencebarblog"
"espressopatronum","Espresso Patronum","A Wizarding World of Food. Avocado Addict, Humorist.","http://espressopatronum.net/","Serge Trad","sergetrad","http://espressopatronum.net/feed/","food,society",468,1,1502878380,"","2016-02-24 21:30:00","2017-08-16 10:14:43",NULL,NULL,NULL,"1501224261-espressopatronum"
"mistergaucarre","Mister G au Carré","","http://mistergaucarre.com","","george_german","http://mistergaucarre.com/feed/","fashion",469,1,1503499020,"","2016-02-24 21:39:28","2017-08-23 14:44:31",NULL,NULL,NULL,"mistergaucarre"
"transpremium","TransPremium","A career mom with a passion for words, fitness & health, and food! Stick around and enjoy the ride as you get a glimpse of my world!","http://transpremium.com/","","raniamerchak","http://transpremium.com/?feed=rss2","society",470,1,1506780900,"","2016-02-24 21:49:26","2017-09-30 14:24:06",NULL,NULL,NULL,"transpremium"
"rolasjournal","RolasJournal","A lifestyle blog dedicated to my passion for beauty, fashion and photography.","https://rolasjournal.wordpress.com/","","rolasjournal","https://rolasjournal.wordpress.com/feed/","fashion",471,1,1463990760,"","2016-03-11 21:33:15","2016-08-01 19:32:23",NULL,NULL,NULL,"rolasjournal"
"lazyengineers","Lazy Engineers","LAZINESS IS THE MOTHER OF IoT","http://www.lazyengineers.com/","","Lazy_Engineers","http://feeds.feedburner.com/LazyEngineers","tech",472,1,1482965640,"","2016-03-11 21:35:29","2016-12-28 22:54:37",NULL,NULL,NULL,"lazyengineers"
"astrideinmyshoes","A Stride In My Shoes","LEbanese Memes Lifestyle Blog","http://astrideinmyshoes.com/","","lamafleyfel","http://astrideinmyshoes.com/feed/","society",473,1,1469609280,"","2016-03-11 21:37:42","2016-08-01 19:32:23",NULL,NULL,NULL,"astrideinmyshoes"
"samarsjournal","Samar's Journal","Mini Mama's Life","https://samarsjournal.wordpress.com/","","Samarsakr88","https://samarsjournal.wordpress.com/feed/","society",474,1,1494501480,"","2016-03-11 21:41:30","2017-05-11 11:24:40",NULL,NULL,NULL,"samarsjournal"
"thebeautyresidence","The Beauty Residence","Beauty Blogger","http://thebeautyresidence.net","","beautyresidence","http://thebeautyresidence.net/feed/","fashion",475,1,1506510840,"","2016-03-30 21:32:53","2017-09-27 11:24:53",NULL,NULL,NULL,"thebeautyresidence"
"hadiaslebanesecuisine","Hadia's Lebanese Cuisine","I grew up in family that adores food, I love cooking old favorites as well as creating new dishes. After a long journey of writing recipes, food styling and photographing (all in preparation for my cookbook, 'Hadia - Lebanese Style Recipes' , it is time to devote my attention to food blogging.","http://hadiaslebanesecuisine.com/node","","hadiazebib","http://hadiaslebanesecuisine.com/rss.xml","food",476,1,1501374180,"","2016-04-08 20:11:20","2017-07-30 00:24:18",NULL,NULL,NULL,"hadiaslebanesecuisine"
"perdidaenlaweb","Perdida en la web","Historias de una argentina amante del Internet y Social Media viviendo en Beirut","https://perdidaenlaweb.com/","Vani Palomo","VaniPalomo","https://perdidaenlaweb.com/feed/","society",477,1,1506938700,"","2016-04-08 20:14:40","2017-10-02 10:14:34",NULL,NULL,NULL,"perdidaenlaweb"
"fashionistatalks","Fashionista Talks by Aya Diab","Aya Diab is dedicated to bring her readers regular inspiration in the way of creating the perfect wardrobe of key essential pieces, all while staying true to her relaxed “look good feel good”. ","http://www.fashionistatalks.com","","AyaDiabb","http://www.fashionistatalks.com/feed/","fashion",478,1,1505892660,"","2016-04-14 10:21:46","2017-09-20 07:34:23",NULL,NULL,NULL,"fashionistatalks"
"yummylebanon","Yummy Lebanon","We Bring Food Experience To Your Screen!!","https://yummylebanon.com","","yummylebanon","https://yummylebanon.com/feed/","food",479,1,1501673460,"","2016-04-14 10:23:53","2017-08-02 11:35:06",NULL,NULL,NULL,"yummylebanon"
"travelingwiththyme","Traveling with Thyme - Lebanon Eats","Hi there! My name is Christina and I am a foodie. Currently based in Beirut, Lebanon","http://travelingwiththyme.com/","","lebanoneats","http://travelingwiththyme.com/feed/","food",480,1,1507357800,"","2016-04-19 10:02:22","2017-10-07 06:44:02",NULL,NULL,NULL,"travelingwiththyme"
"beirutmarathonblog","Beirut Marathon Blog","The Blog of Beirut Marathon","http://www.beirutmarathonblog.com/","","BeirutMarathon","http://www.beirutmarathonblog.com/feed/","society",481,1,1506606120,"","2016-04-26 05:56:10","2017-09-28 13:44:20",NULL,NULL,NULL,"beirutmarathonblog"
"newsroomnomad","Newsroom Nomad","Navigating News, Nature, and Narrative.","https://newsroomnomad.com/","","NewsroomNomad","https://newsroomnomad.com/feed/","politics, society",482,1,1502959500,"","2016-05-03 18:04:05","2017-08-17 08:55:11",NULL,NULL,NULL,"newsroomnomad"
"fashionescapades","Fashion Escapades","Fashion & Lifestyle Blog!","http://fashionescapades.com/","","FashionEscapad","http://fashionescapades.com/feed/","fashion",483,1,1505627040,"","2016-05-10 19:34:53","2017-09-17 05:53:59",NULL,NULL,NULL,"fashionescapades"
"thejetsetterdiaries","The Jetsetter Diaries","A travel blog featuring luxurious getaways, adventure trips and travel tips.","http://thejetsetterdiaries.com/","Asdghik Melkonian","JetsetterDiary","http://thejetsetterdiaries.com/feed/","fashion,society",484,1,1506533040,"","2016-05-10 19:41:09","2017-09-27 17:24:47",NULL,NULL,NULL,"thejetsetterdiaries"
"bankofbeirut","Bank of Beirut Blog","The Blog of Bank of Beirut","http://blog.bankofbeirut.com/","","BankofBeirutsal","http://blog.bankofbeirut.com/rss.php","tech, business",485,0,1483394700,"","2016-05-17 20:43:09","2017-01-03 05:38:35",NULL,NULL,"no reason given","bankofbeirut"
"theblazermom","The Blazer Mom","A mommy blog by Serene Tello","https://theblazermom.wordpress.com/","","theblazermom","https://theblazermom.wordpress.com/feed","society",486,1,1486748220,"","2016-05-17 20:58:18","2017-02-19 17:45:13",NULL,NULL,NULL,"theblazermom"
"dina_hajjar","Dina Hajjar","Either write something worth reading or do something worth reading  Benjamin Franklin","https://dinahajjar.com","Dina Hajjar","dina_hajjar","https://dinahajjar.com/feed","society",487,1,1497973140,"","2016-05-31 06:35:44","2017-06-20 15:46:13",NULL,NULL,NULL,"dina_hajjar"
"24shadesofburgundy","24 Shades of Burgundy","Avid lover of carbs, mashed potato connoisseur, fitness fanatic, wannabe photographer, lover of all things burgundy, nicheless blogger","https://24shadesofburgundy.wordpress.com","","laurahamade21","https://24shadesofburgundy.wordpress.com/feed/","food,society",488,1,1482602760,"","2016-06-06 10:34:24","2016-12-24 18:15:12",NULL,NULL,NULL,"24shadesofburgundy"
"greenadaptability","a new way to live out green","\"Adaptability Is Not Imitation. It Means Power of Resistance and Assimilation.\" Mahatma Gandhi","https://greenadaptability.wordpress.com","","NatalyRizk","https://greenadaptability.wordpress.com/feed/","society",489,1,1476498540,"","2016-06-11 08:55:55","2017-08-15 02:44:47",NULL,NULL,NULL,"greenadaptability"
"urbanlebanon","Urban Lebanon","Living the tasty life in Lebanon","https://urbanlebanon.com/","","beirutfoodporn","https://urbanlebanon.com/feed/","food,society",490,1,1506673380,"","2016-06-21 11:56:35","2017-09-29 08:24:53",NULL,NULL,NULL,"urbanlebanon"
"itsamomworld","It's a Mom World","An entertainment yet educational page for all the moms out there","http://www.itsamomworld.com/","","Itsamomworld","http://www.itsamomworld.com/feed/","society",491,1,1502023020,"","2016-06-24 12:37:38","2017-08-06 12:44:42",NULL,NULL,NULL,"itsamomworld"
"the961","the961","Lebanon for the Lebanese Diaspora","http://www.the961.com/","","the961com","http://www.the961.com/feed/","society",492,0,1470550020,"","2016-07-20 11:16:42","2016-09-03 18:06:54",NULL,NULL,"Plagiarism of other blog posts","the961"
"thebeautydorkk","thebeautydorkk","A Blog about Anything & Everything","https://thebeautydorkk.wordpress.com","","thebeautydorkk","https://thebeautydorkk.wordpress.com/feed/","fashion",493,1,1495291920,"","2016-07-20 11:21:15","2017-05-20 14:54:43",NULL,NULL,NULL,"thebeautydorkk"
"igotyourbackpack","I Got Your Backpack","A couple's journey into the free world","http://igotyourbackpack.com/","","igoturbackpack","http://igotyourbackpack.com/feed","society",494,1,1484118060,"","2016-07-25 12:48:26","2017-01-11 07:04:48",NULL,NULL,NULL,"igotyourbackpack"
"trips2spice","Trips 2 Spice","Wanderlust in Food!","https://trips2spice.com/","","miamou589","https://trips2spice.com/feed/","society,food",554,0,1506687238," ","2017-09-29 12:13:58","2017-09-29 12:13:58",NULL,NULL,"blog not activated yet","1506687237-trips2spice"
"wissamkamal","Wissam Kamal Comedy - YouTube","Lebanese Standup Comedian","https://www.youtube.com/channel/UCCxXjeyV8NxVprRTKnyFafQ","","WissamKamal","https://www.youtube.com/feeds/videos.xml?channel_id=UCCxXjeyV8NxVprRTKnyFafQ","society",501,1,1506872880,"","2016-10-04 11:58:42","2017-10-01 15:54:11",NULL,NULL,NULL,"1475583701-wissamkamal"
"JimmyTechieDad","Techie Dad - Tech, Marketing & Design","Innovation, Communication, Technology, Design, Content and my Kids","https://techiedad.me/","","jimmyghazal","https://techiedad.me/feed/","design,tech",524,0,1491302283," ","2017-04-04 10:38:03","2017-04-04 10:38:03",NULL,NULL,"blog not activated yet","1491302283-JimmyTechieDad"
"zaherhallab","Zaher Hallab - YouTube","this channel is intended to give reviews and insights of tech related products in a localized Lebanese talking language.","https://www.youtube.com/user/Zaherhallab/videos","","elz0oz","https://www.youtube.com/feeds/videos.xml?channel_id=UCR1IlYrOyLFT6ZINX-8an3A","tech",498,1,1493061540,"","2016-09-22 18:59:14","2017-04-24 19:26:13",NULL,NULL,NULL,"zaherhallab"
"mytastebuds","My Taste Buds don't lie!","Discover great food found in uncommon places, prepared with fresh ingredients and a lot of love.","http://mytastebuds.me","","talktoceline","http://mytastebuds.me/feed/","food",532,1,1507020960," ","2017-04-25 11:08:40","2017-10-03 09:04:23",NULL,NULL,"","1493118519-mytastebuds"
"neweasternpoliticsnetwork","New Eastern Politics","How youth address political, cultural and socio-economic challenges of the MENAC regions","http://neweasternpolitics.com/","","n_e_politics","http://neweasternpolitics.com/feed/","politics",523,0,1490891793," ","2017-03-30 16:36:33","2017-03-30 16:36:33",NULL,NULL,"blog not activated yet","1490891792-neweasternpoliticsnetwork"
"ptitnfit","PtitNFit","A fashionista, passionate photographer and foodie. I am sports freak, barre trainer and pilates instructor.","https://ptitnfit.wordpress.com/","","ptitnfit","https://ptitnfit.wordpress.com/feed/","food,society",514,1,1507359600," ","2017-02-26 18:08:10","2017-10-07 07:24:08",NULL,NULL,"","1488132490-ptitnfit"
"ecocentra","Ecocentra","An ecoblog on the Middle East","https://ecocentra.wordpress.com","","lama_b","https://ecocentra.wordpress.com/feed/","society",495,1,1506682440,"","2016-08-05 10:47:00","2017-09-29 10:54:32",NULL,NULL,NULL,"1470397178-ecocentra"
"shant","Shant's Photo Blog","Photographer, Scout, Lebanon, Armenia.","http://www.shant.me/","","ShantDotMe","http://www.shant.me/feed/","society,media",496,1,1474913400,"","2016-08-05 10:51:16","2016-09-26 18:16:12",NULL,NULL,NULL,"1470396990-shant"
"beirutfitness","Beirut Fitness","For the love of fitness, food and life","https://beirutfitness.co/","","beirutfitness","https://beirutfitness.co/feed/","food",497,1,1500714660,"","2016-09-04 13:07:40","2017-07-22 09:14:51",NULL,NULL,NULL,"1472994622-beirutfitness"
"jessicahabka","The_Jess_Ka","Jess_Ka's Lifestyle Blog","https://jessicahabka.wordpress.com/","","The_JessKa_Blog","https://jessicahabka.wordpress.com/feed/","fashion,food",499,1,1506948360,"","2016-10-02 15:27:06","2017-10-02 12:54:32",NULL,NULL,NULL,"1484343270-jessicahabka"
"theartyculture","The Arty Culture","The Arty Culture Blog
","http://theartyculture.weebly.com/blog","Tatiana Kaadou","TatianaKA","http://theartyculture.weebly.com/1/feed","fashion",500,1,1498682820,"","2016-10-02 15:49:46","2017-06-28 21:05:02",NULL,NULL,NULL,"1475423787-theartyculture"
"ytplayingwithfash","PlayingwithFashion PWF - YouTube","Playing With Fashion's Youtube Channel","https://www.youtube.com/channel/UC2z6qB2a-znoH6z3NIHO_ww","","playingwithfash","https://www.youtube.com/feeds/videos.xml?channel_id=UC2z6qB2a-znoH6z3NIHO_ww","fashion",502,1,1507485780,"","2016-10-06 20:02:34","2017-10-08 18:15:05",NULL,NULL,NULL,"1475784335-ytplayingwithfash"
"ironheyoka","Heyoka Arabic - YouTube","Iron Heyoka is a film & media production company that aspires to spearhead a new wave of ambitious projects.","https://www.youtube.com/user/HeyokaTV","","ironheyoka","https://www.youtube.com/feeds/videos.xml?channel_id=UCRJGD3-Bu_0WxiqG5jSscsw","media",503,1,1507538340,"","2016-10-06 20:13:09","2017-10-09 09:04:50",NULL,NULL,NULL,"1475784977-ironheyoka"
"mayaahmad","Maya Ahmad - YouTube","Beauty Vlogger - Makeup Expert","https://www.youtube.com/channel/UCWbCLKYteMFTLrp4jSFI8Nw","","themayaahmad","https://www.youtube.com/feeds/videos.xml?channel_id=UCWbCLKYteMFTLrp4jSFI8Nw","fashion",504,1,1507368540,"","2016-10-06 20:20:56","2017-10-07 09:34:32",NULL,NULL,NULL,"1475785339-mayaahmad"
"nourelassaad","Nour's World","“Nour’s World”, is my much refined blog where I will make you feel SO much better about yourself! YUP! It is a blog for you! Step into my world, one blog post at a time.","https://nourelassaad.wordpress.com/","","nourelassaad","https://nourelassaad.wordpress.com/feed/","society",505,1,1478330760,"","2016-10-12 16:16:27","2016-11-05 07:55:40",NULL,NULL,NULL,"1476289124-nourelassaad"
"jessemaan","Jessica Semaan","Published Lebanese poetess. I write about love, life and everything in between. Always unfiltered. Always from the <3","https://medium.com/@jessicasemaan","","jessemaan","https://medium.com/feed/@jessicasemaan","society",506,0,1476772500,"","2016-10-20 10:28:46","2016-10-20 10:35:46",NULL,NULL,"no reason given","1476959478-jessemaan"
"healthyhappyus","Healthy Happy Us","Lebanon Healthy","http://healthyhappyus.org/blog/","","healthyhappyus","http://healthyhappyus.org/feed","food",507,1,1507375680,"","2016-12-13 19:15:27","2017-10-07 11:44:41",NULL,NULL,NULL,"1481656992-healthyhappyus"
"bloodtintedbeauty","Blood tinted Beauty","The girl sitting alone, reading a big book, with a full makeup face and fresh mani's, carelessly.","http://www.bloodtintedbeauty.com","","taymaadra","http://www.bloodtintedbeauty.com/feeds/posts/default?alt=rss","fashion",509,1,1483865413,"","2017-01-08 08:50:13","2017-01-08 08:50:13",NULL,NULL,NULL,""
"deelinquent","Deelinquent's Blog","Journalist/Illustrator/Storyteller in survival mode. I use my terrible coping skills to deal with life in Beirut. ","https://deelinquent.blogspot.com/","","Deelinquent13","https://deelinquent.blogspot.com/feeds/posts/default?alt=rss","society, politics",510,1,1496773800,"","2017-01-14 18:58:31","2017-06-06 18:35:22",NULL,NULL,NULL,"1484420571-deelinquent"
"thepillcraze","The Pill Craze","This blog includes the latest reviews, researches, and articles on the pharmaceutical field illustrating the best therapeutic techniques in dealing with different disorders and tips to maintaining long-term health.","http://thepillcraze.weebly.com/blog","Diana Franjieh","franjiehd","http://thepillcraze.weebly.com/5/feed","fashion, food",511,1,1498165980,"","2017-01-29 09:04:31","2017-07-14 14:15:25",NULL,NULL,NULL,"1485681115-thepillcraze"
"arwatm","Arwa TM","Let Us Be Good To Ourselves","http://arwatm.com/","","ArwaTM","http://arwatm.com/feed/","society,food",513,1,1479807420," ","2017-02-26 18:04:02","2017-02-26 18:18:41",NULL,NULL,"","1488132242-arwatm"
"armenthinks","Armen Thinks","\"Armen Thinks\" is a blog that covers different topics related to Lebanon and Armenia.","armenthinks.blogspot.com","","ArmenThinks","http://armenthinks.blogspot.com/feeds/posts/default?alt=rss","society,tech",516,1,1507074240," ","2017-03-03 17:53:47","2017-10-03 23:44:54",NULL,NULL,"","1488563627-armenthinks"
"techiedad","Techie Dad","Tech, Marketing & Design","https://techiedad.me/","","jimmyghazal","https://techiedad.me/feed/","tech",517,1,1507444320," ","2017-03-12 18:48:57","2017-10-08 06:34:31",NULL,NULL,"","1489344536-techiedad"
"edmondspov","Edmond's POV","My #PointOfView, published.","edmondspov.wordpress.com","","khouryedmond","https://edmondspov.wordpress.com/feed/","society",518,0,1489482230," ","2017-03-14 09:03:50","2017-03-14 09:03:50",NULL,NULL,"blog not activated yet","1489482230-edmondspov"
"lauracraves","Laura Craves","amateur baker, foodie, fitness fanatic, and pizza enthusiast","http://www.lauracraves.com/","","lauracraves","http://www.lauracraves.com/feed/","food",519,1,1504955760," ","2017-03-15 20:12:04","2017-09-09 11:24:36",NULL,NULL,"","1489608724-lauracraves"
"lailamourad","Laila Mourad - YouTube","Watch me do fitnessy things & laugh at my own jokes","https://www.youtube.com/channel/UCRba9v75sMzuYRAw38_Gwdw/videos","","mouradlaila","https://www.youtube.com/feeds/videos.xml?channel_id=UCRba9v75sMzuYRAw38_Gwdw","society,food",520,1,1506695580," ","2017-03-19 09:40:20","2017-09-29 14:44:36",NULL,NULL,"","1489916419-lailamourad"
"mayaakra","M's Blog","Maya Acra's personal blog","https://mayaakra.wordpress.com/","","mayaacra","https://mayaakra.wordpress.com/feed/","society",521,1,1506515520," ","2017-03-22 15:29:46","2017-09-27 12:35:52",NULL,NULL,"","1490196586-mayaakra"
"Alishehabhq","مدونة علي شهاب كاتب وإعلامي لبناني","مدونة علي شهاب","http://www.alishehab.net","","alishehabhq","https://alishehab.net/feed/","society,politics",522,0,1490647476," ","2017-03-27 20:44:36","2017-03-27 20:44:36",NULL,NULL,"blog not activated yet","1490647476-Alishehabhq"
"KelShiTech","KelShiTech","Review of all things tech.","www.kelshitech.com","","kelshitech","https://kelshitech.com","tech",525,0,1491398970," ","2017-04-05 13:29:30","2017-04-05 13:29:30",NULL,NULL,"blog not activated yet","1491398970-KelShiTech"
